date,product_id,product_name,category,price,cost_price,units_sold,revenue,discount_percent,stock_available,competitor_price,rating,review_count,is_promoted,day_of_week,month,is_weekend,is_holiday,season,days_since_launch
2021-09-17,P019,Electronics_Product_19,Electronics,5185.78,2989.92,155,803795.8,0.58,155,5621.49,4.11,35,0,Friday,9,0,0,Autumn,251
2021-09-17,P037,Electronics_Product_37,Electronics,6600.4,4230.83,266,1755707.72,8.5,395,7715.02,3.97,13,0,Friday,9,0,0,Autumn,100
2021-09-17,P007,Electronics_Product_7,Electronics,13657.93,8811.04,153,2089663.64,6.6,248,15568.79,3.73,16,0,Friday,9,0,0,Autumn,85
2021-09-17,P029,Fashion_Product_29,Fashion,1071.89,663.92,214,229384.42,4.05,290,1074.98,3.72,14,0,Friday,9,0,0,Autumn,117
2021-09-18,P042,Electronics_Product_42,Electronics,8212.08,5324.06,87,714451.0,7.53,578,9092.76,3.22,1,0,Saturday,9,1,0,Autumn,14
2021-09-18,P014,Electronics_Product_14,Electronics,13903.0,8781.01,77,1070531.07,7.2,358,14510.1,3.39,12,0,Saturday,9,1,0,Autumn,99
2021-09-18,P042,Electronics_Product_42,Electronics,7091.02,5324.06,499,3538420.34,22.73,593,8882.04,3.76,1,1,Saturday,9,1,0,Autumn,14
2021-09-18,P018,Electronics_Product_18,Electronics,6115.42,3822.73,203,1241430.94,6.46,428,6347.15,3.96,28,0,Saturday,9,1,0,Autumn,220
2021-09-19,P022,Beauty_Product_22,Beauty,1415.3,844.1,319,451480.62,0.35,319,1565.06,4.05,8,0,Sunday,9,1,0,Autumn,61
2021-09-19,P013,Home_Product_13,Home,2089.36,1447.92,74,154612.35,15.07,119,2717.0,2.89,0,1,Sunday,9,1,0,Autumn,2
2021-09-19,P039,Electronics_Product_39,Electronics,10706.26,6813.39,260,2783627.62,9.5,260,12682.96,3.78,24,0,Sunday,9,1,0,Autumn,161
2021-09-20,P025,Fashion_Product_25,Fashion,1034.54,637.86,239,247254.8,6.32,562,1147.36,3.68,0,0,Monday,9,0,0,Autumn,6
2021-09-20,P018,Electronics_Product_18,Electronics,5998.15,3822.73,161,965701.47,9.27,328,7112.06,3.99,27,0,Monday,9,0,0,Autumn,222
2021-09-20,P038,Fashion_Product_38,Fashion,2376.79,1407.99,294,698775.64,3.53,294,2484.55,4.08,31,0,Monday,9,0,0,Autumn,211
2021-09-20,P030,Home_Product_30,Home,1255.65,917.76,125,156956.74,21.21,125,1713.85,3.97,12,1,Monday,9,0,0,Autumn,76
2021-09-20,P037,Electronics_Product_37,Electronics,6589.87,4230.83,283,1864931.82,3.81,567,7696.87,3.71,12,0,Monday,9,0,0,Autumn,103
2021-09-21,P007,Electronics_Product_7,Electronics,15053.62,8811.04,37,556983.78,2.28,184,16192.04,3.42,8,0,Tuesday,9,0,0,Autumn,89
2021-09-21,P025,Fashion_Product_25,Fashion,995.27,637.86,90,89574.14,2.34,364,1149.56,3.18,0,0,Tuesday,9,0,0,Autumn,7
2021-09-21,P021,Electronics_Product_21,Electronics,11380.6,6921.66,181,2059889.08,1.67,391,12045.84,3.56,0,0,Tuesday,9,0,0,Autumn,3
2021-09-21,P050,Fashion_Product_50,Fashion,1883.38,1398.44,202,380441.9,20.25,202,2246.37,3.5,14,1,Tuesday,9,0,0,Autumn,120
2021-09-22,P013,Home_Product_13,Home,2021.41,1447.92,130,262783.27,14.08,201,2719.51,3.84,0,1,Wednesday,9,0,0,Autumn,5
2021-09-22,P049,Electronics_Product_49,Electronics,6596.24,4255.68,124,817933.85,5.22,150,8137.62,3.9,15,0,Wednesday,9,0,0,Autumn,114
2021-09-22,P044,Home_Product_44,Home,2590.29,1569.81,177,458481.34,0.87,281,2847.33,3.55,2,0,Wednesday,9,0,0,Autumn,25
2021-09-22,P019,Electronics_Product_19,Electronics,4754.67,2989.92,152,722710.57,8.85,152,5340.32,4.16,30,0,Wednesday,9,0,0,Autumn,256
2021-09-23,P010,Sports_Product_10,Sports,3570.02,2327.83,34,121380.64,8.51,153,4250.97,3.49,0,0,Thursday,9,0,0,Autumn,1
2021-09-23,P028,Electronics_Product_28,Electronics,10183.9,6382.15,149,1517401.77,2.66,261,10805.5,3.97,21,0,Thursday,9,0,0,Autumn,170
2021-09-23,P036,Electronics_Product_36,Electronics,8560.88,5645.44,138,1181401.11,9.26,342,9200.09,3.77,5,0,Thursday,9,0,0,Autumn,41
2021-09-23,P038,Fashion_Product_38,Fashion,1491.59,1407.99,370,551888.39,33.31,370,2624.84,4.63,25,1,Thursday,9,0,0,Autumn,214
2021-09-23,P006,Fashion_Product_6,Fashion,1330.18,864.42,380,505467.7,3.53,380,1545.09,4.0,11,0,Thursday,9,0,0,Autumn,96
2021-09-24,P032,Fashion_Product_32,Fashion,2441.87,1630.33,585,1428494.44,6.82,585,3117.81,4.55,26,0,Friday,9,0,0,Autumn,223
2021-09-24,P007,Electronics_Product_7,Electronics,13435.64,8811.04,132,1773505.02,9.67,271,16684.12,3.76,19,0,Friday,9,0,0,Autumn,92
2021-09-24,P006,Fashion_Product_6,Fashion,1401.3,864.42,252,353126.85,4.65,478,1581.04,3.93,14,0,Friday,9,0,0,Autumn,97
2021-09-24,P042,Electronics_Product_42,Electronics,8440.61,5324.06,64,540199.22,4.2,301,8688.41,3.45,2,0,Friday,9,0,0,Autumn,20
2021-09-24,P001,Electronics_Product_1,Electronics,12213.08,8645.14,266,3248680.27,12.68,266,14225.65,3.8,8,1,Friday,9,0,0,Autumn,78
2021-09-24,P049,Electronics_Product_49,Electronics,6758.31,4255.68,120,810997.61,6.8,254,7166.98,3.69,16,0,Friday,9,0,0,Autumn,116
2021-09-25,P039,Electronics_Product_39,Electronics,11216.03,6813.39,465,5215451.87,4.93,465,12450.5,4.32,24,0,Saturday,9,1,0,Autumn,167
2021-09-25,P038,Fashion_Product_38,Fashion,2131.03,1407.99,323,688323.12,8.52,323,2523.79,4.56,33,0,Saturday,9,1,0,Autumn,216
2021-09-25,P023,Fashion_Product_23,Fashion,908.73,916.79,124,112682.15,39.56,313,1546.91,3.41,27,1,Saturday,9,1,0,Autumn,206
2021-09-25,P029,Fashion_Product_29,Fashion,1068.68,663.92,267,285337.12,0.83,558,1093.48,3.55,16,0,Saturday,9,1,0,Autumn,125
2021-09-25,P032,Fashion_Product_32,Fashion,2389.08,1630.33,355,848123.99,8.24,355,2823.26,3.9,28,0,Saturday,9,1,0,Autumn,224
2021-09-25,P031,Fashion_Product_31,Fashion,2546.17,1642.22,105,267347.75,6.64,534,2950.56,3.36,27,0,Saturday,9,1,0,Autumn,206
2021-09-25,P005,Sports_Product_5,Sports,2562.57,1596.71,45,115315.75,5.13,165,3001.65,3.43,1,0,Saturday,9,1,0,Autumn,15
2021-09-25,P023,Fashion_Product_23,Fashion,1385.73,916.79,194,268831.6,6.1,263,1700.37,3.66,26,0,Saturday,9,1,0,Autumn,206
2021-09-25,P040,Electronics_Product_40,Electronics,3269.19,2065.59,308,1006911.62,7.93,365,3883.52,3.98,15,0,Saturday,9,1,0,Autumn,138
2021-09-25,P010,Sports_Product_10,Sports,3827.63,2327.83,126,482281.22,4.23,217,3763.83,3.55,0,0,Saturday,9,1,0,Autumn,3
2021-09-25,P038,Fashion_Product_38,Fashion,2365.56,1407.99,183,432897.53,0.11,359,2235.61,3.87,27,0,Saturday,9,1,0,Autumn,216
2021-09-25,P011,Electronics_Product_11,Electronics,5281.91,3462.44,157,829259.95,6.16,245,5847.76,3.6,0,0,Saturday,9,1,0,Autumn,4
2021-09-25,P040,Electronics_Product_40,Electronics,3221.4,2065.59,285,918099.56,8.88,285,3460.69,4.64,18,0,Saturday,9,1,0,Autumn,138
2021-09-26,P004,Sports_Product_4,Sports,3236.05,2048.13,81,262120.01,6.61,118,3446.46,3.59,8,0,Sunday,9,1,0,Autumn,77
2021-09-26,P010,Sports_Product_10,Sports,3693.33,2327.83,144,531839.99,7.92,163,4193.79,3.78,0,0,Sunday,9,1,0,Autumn,4
2021-09-26,P004,Sports_Product_4,Sports,3196.4,2048.13,27,86302.93,4.0,93,3841.44,3.36,10,0,Sunday,9,1,0,Autumn,77
2021-09-26,P043,Fashion_Product_43,Fashion,1626.1,1485.34,358,582145.37,33.55,358,2404.82,3.57,2,1,Sunday,9,1,0,Autumn,14
2021-09-26,P013,Home_Product_13,Home,2091.9,1447.92,146,305418.08,9.0,189,2558.65,3.97,0,0,Sunday,9,1,0,Autumn,9
2021-09-26,P010,Sports_Product_10,Sports,3468.69,2327.83,154,534178.14,9.9,154,4017.97,3.72,0,0,Sunday,9,1,0,Autumn,4
2021-09-27,P004,Sports_Product_4,Sports,3193.23,2048.13,58,185207.34,9.28,122,3468.63,3.83,8,0,Monday,9,0,0,Autumn,78
2021-09-27,P024,Electronics_Product_24,Electronics,12027.7,7053.16,306,3680474.68,1.78,306,13143.24,4.26,29,0,Monday,9,0,0,Autumn,235
2021-09-27,P014,Electronics_Product_14,Electronics,13450.82,8781.01,194,2609458.12,6.26,331,15711.91,3.84,15,0,Monday,9,0,0,Autumn,108
2021-09-27,P024,Electronics_Product_24,Electronics,11858.93,7053.16,185,2193901.24,2.79,327,12618.93,3.61,27,0,Monday,9,0,0,Autumn,235
2021-09-28,P037,Electronics_Product_37,Electronics,6323.33,4230.83,276,1745238.08,7.51,294,7217.67,3.59,13,0,Tuesday,9,0,0,Autumn,111
2021-09-28,P015,Electronics_Product_15,Electronics,10782.5,8471.94,111,1196857.39,26.95,287,15778.51,3.43,0,1,Tuesday,9,0,0,Autumn,0
2021-09-28,P007,Electronics_Product_7,Electronics,13268.66,8811.04,143,1897418.04,8.82,164,14802.2,3.72,11,0,Tuesday,9,0,0,Autumn,96
2021-09-28,P050,Fashion_Product_50,Fashion,2377.74,1398.44,41,97487.54,1.39,353,2225.32,3.31,18,0,Tuesday,9,0,0,Autumn,127
2021-09-28,P029,Fashion_Product_29,Fashion,984.6,663.92,235,231381.04,8.66,387,1068.58,3.56,15,0,Tuesday,9,0,0,Autumn,128
2021-09-28,P027,Fashion_Product_27,Fashion,1720.4,1044.35,116,199565.88,5.83,190,1970.88,3.9,14,0,Tuesday,9,0,0,Autumn,92
2021-09-28,P019,Electronics_Product_19,Electronics,4793.51,2989.92,167,800516.26,0.94,167,5689.04,4.59,36,0,Tuesday,9,0,0,Autumn,262
2021-09-29,P004,Sports_Product_4,Sports,3487.46,2048.13,16,55799.38,0.19,89,3385.15,3.29,13,0,Wednesday,9,0,0,Autumn,80
2021-09-29,P023,Fashion_Product_23,Fashion,1495.78,916.79,162,242316.14,3.57,168,1678.59,3.74,30,0,Wednesday,9,0,0,Autumn,210
2021-09-29,P008,Fashion_Product_8,Fashion,1598.86,984.85,337,538817.19,4.56,458,1828.81,3.7,20,0,Wednesday,9,0,0,Autumn,141
2021-09-29,P010,Sports_Product_10,Sports,3715.66,2327.83,75,278674.56,5.34,248,3892.88,3.72,0,0,Wednesday,9,0,0,Autumn,7
2021-09-29,P030,Home_Product_30,Home,1545.13,917.76,19,29357.54,3.27,123,1568.59,3.27,10,0,Wednesday,9,0,0,Autumn,85
2021-09-30,P031,Fashion_Product_31,Fashion,2612.38,1642.22,302,788940.04,2.93,302,2760.99,4.05,29,0,Thursday,9,0,1,Autumn,211
2021-09-30,P043,Fashion_Product_43,Fashion,2206.33,1485.34,68,150030.13,7.17,226,2661.01,3.39,2,0,Thursday,9,0,1,Autumn,18
2021-10-01,P044,Home_Product_44,Home,2377.28,1569.81,265,629980.02,5.39,265,2781.16,3.63,5,0,Friday,10,0,1,Autumn,34
2021-10-01,P043,Fashion_Product_43,Fashion,2476.47,1485.34,281,695887.38,4.43,281,2757.89,3.68,1,0,Friday,10,0,1,Autumn,19
2021-10-01,P024,Electronics_Product_24,Electronics,10343.24,7053.16,442,4571712.24,15.41,442,11564.93,4.21,31,1,Friday,10,0,1,Autumn,239
2021-10-01,P019,Electronics_Product_19,Electronics,4968.19,2989.92,224,1112874.39,2.23,224,5509.15,4.5,34,0,Friday,10,0,1,Autumn,265
2021-10-01,P039,Electronics_Product_39,Electronics,10073.31,6813.39,452,4553134.24,13.73,452,12883.6,3.7,23,1,Friday,10,0,1,Autumn,173
2021-10-01,P036,Electronics_Product_36,Electronics,8693.18,5645.44,319,2773125.16,6.0,319,9714.69,3.54,7,0,Friday,10,0,1,Autumn,49
2021-10-02,P009,Beauty_Product_9,Beauty,1163.85,873.91,228,265357.34,16.58,228,1521.03,3.88,0,1,Saturday,10,1,1,Autumn,1
2021-10-02,P006,Fashion_Product_6,Fashion,925.35,864.42,495,458046.82,36.61,495,1484.09,3.67,14,1,Saturday,10,1,1,Autumn,105
2021-10-02,P005,Sports_Product_5,Sports,2289.29,1596.71,204,467016.02,14.76,204,2885.97,3.75,4,1,Saturday,10,1,1,Autumn,22
2021-10-02,P007,Electronics_Product_7,Electronics,11320.78,8811.04,188,2128306.17,21.77,188,13957.12,3.88,11,1,Saturday,10,1,1,Autumn,100
2021-10-02,P018,Electronics_Product_18,Electronics,4313.02,3822.73,336,1449176.39,33.12,336,6818.93,3.68,29,1,Saturday,10,1,1,Autumn,234
2021-10-02,P025,Fashion_Product_25,Fashion,883.24,637.86,418,369192.32,18.13,433,1212.67,3.48,1,1,Saturday,10,1,1,Autumn,18
2021-10-02,P009,Beauty_Product_9,Beauty,1042.22,873.91,152,158417.76,28.34,152,1489.87,3.66,0,1,Saturday,10,1,1,Autumn,1
2021-10-02,P008,Fashion_Product_8,Fashion,1150.91,984.85,606,697451.69,32.77,606,1756.55,3.77,22,1,Saturday,10,1,1,Autumn,144
2021-10-03,P031,Fashion_Product_31,Fashion,2559.82,1642.22,172,440289.74,8.38,299,2822.36,3.4,26,0,Sunday,10,1,1,Autumn,214
2021-10-03,P024,Electronics_Product_24,Electronics,11507.57,7053.16,341,3924080.89,1.22,341,11719.15,4.21,36,0,Sunday,10,1,1,Autumn,241
2021-10-03,P007,Electronics_Product_7,Electronics,10613.37,8811.04,254,2695795.32,29.35,254,14622.06,3.7,12,1,Sunday,10,1,1,Autumn,101
2021-10-03,P031,Fashion_Product_31,Fashion,2155.15,1642.22,291,627149.5,17.15,291,2703.12,4.23,38,1,Sunday,10,1,1,Autumn,214
2021-10-03,P032,Fashion_Product_32,Fashion,1759.35,1630.33,391,687905.45,33.41,633,2799.82,3.0,36,1,Sunday,10,1,1,Autumn,232
2021-10-03,P040,Electronics_Product_40,Electronics,3159.53,2065.59,300,947858.39,4.52,300,3742.71,4.35,17,0,Sunday,10,1,1,Autumn,146
2021-10-04,P042,Electronics_Product_42,Electronics,9039.53,5324.06,347,3136716.58,2.12,435,9945.95,3.55,3,0,Monday,10,0,1,Autumn,30
2021-10-04,P015,Electronics_Product_15,Electronics,12284.53,8471.94,269,3304537.59,14.69,269,13621.65,3.67,0,1,Monday,10,0,1,Autumn,6
2021-10-04,P004,Sports_Product_4,Sports,2415.24,2048.13,66,159405.71,28.14,92,3551.46,3.46,10,1,Monday,10,0,1,Autumn,85
2021-10-04,P041,Electronics_Product_41,Electronics,2510.53,2037.97,282,707968.93,22.56,282,3626.94,3.63,17,1,Monday,10,0,1,Autumn,151
2021-10-04,P004,Sports_Product_4,Sports,3094.05,2048.13,96,297028.74,7.58,96,3467.2,3.78,10,0,Monday,10,0,1,Autumn,85
2021-10-04,P039,Electronics_Product_39,Electronics,7932.7,6813.39,451,3577647.74,31.78,451,11652.68,3.97,22,1,Monday,10,0,1,Autumn,176
2021-10-04,P020,Home_Product_20,Home,1032.36,836.53,172,177566.55,22.73,172,1468.02,3.76,22,1,Monday,10,0,1,Autumn,138
2021-10-04,P036,Electronics_Product_36,Electronics,8796.53,5645.44,80,703722.61,8.15,394,9713.45,3.23,7,0,Monday,10,0,1,Autumn,52
2021-10-04,P023,Fashion_Product_23,Fashion,1290.64,916.79,258,332985.98,12.87,258,1710.34,4.07,24,1,Monday,10,0,1,Autumn,215
2021-10-04,P019,Electronics_Product_19,Electronics,3244.84,2989.92,183,593806.09,34.26,183,5405.56,4.61,40,1,Monday,10,0,1,Autumn,268
2021-10-04,P005,Sports_Product_5,Sports,2645.31,1596.71,46,121684.32,3.9,214,2800.92,3.46,4,0,Monday,10,0,1,Autumn,24
2021-10-04,P036,Electronics_Product_36,Electronics,8592.89,5645.44,89,764766.83,4.82,268,10740.57,3.24,5,0,Monday,10,0,1,Autumn,52
2021-10-04,P042,Electronics_Product_42,Electronics,8182.86,5324.06,111,908297.05,3.58,331,8561.68,3.38,4,0,Monday,10,0,1,Autumn,30
2021-10-05,P020,Home_Product_20,Home,1096.91,836.53,58,63620.56,17.44,118,1524.19,3.46,17,1,Tuesday,10,0,0,Autumn,139
2021-10-05,P028,Electronics_Product_28,Electronics,10262.48,6382.15,325,3335307.02,7.39,325,11985.36,4.24,25,0,Tuesday,10,0,0,Autumn,182
2021-10-05,P006,Fashion_Product_6,Fashion,931.17,864.42,473,440443.55,34.1,473,1591.0,3.84,14,1,Tuesday,10,0,0,Autumn,108
2021-10-05,P014,Electronics_Product_14,Electronics,13855.6,8781.01,500,6927799.62,6.72,500,16271.34,4.12,17,0,Tuesday,10,0,0,Autumn,116
2021-10-05,P028,Electronics_Product_28,Electronics,10637.84,6382.15,153,1627588.88,3.43,311,11597.77,3.89,21,0,Tuesday,10,0,0,Autumn,182
2021-10-06,P021,Electronics_Product_21,Electronics,7781.91,6921.66,382,2972688.02,33.98,382,12258.72,3.78,2,1,Wednesday,10,0,0,Autumn,18
2021-10-06,P038,Fashion_Product_38,Fashion,2336.36,1407.99,162,378490.39,1.75,391,2268.14,3.98,30,0,Wednesday,10,0,0,Autumn,227
2021-10-06,P050,Fashion_Product_50,Fashion,1529.85,1398.44,241,368692.79,33.3,241,2300.97,3.82,15,1,Wednesday,10,0,0,Autumn,135
2021-10-06,P044,Home_Product_44,Home,1876.45,1569.81,116,217668.52,28.15,377,2814.63,3.28,7,1,Wednesday,10,0,0,Autumn,39
2021-10-06,P043,Fashion_Product_43,Fashion,2448.74,1485.34,69,168962.82,1.88,297,2736.75,3.36,2,0,Wednesday,10,0,0,Autumn,24
2021-10-06,P024,Electronics_Product_24,Electronics,10912.1,7053.16,239,2607992.12,5.1,239,11835.88,4.25,32,0,Wednesday,10,0,0,Autumn,244
2021-10-06,P050,Fashion_Product_50,Fashion,2126.26,1398.44,212,450767.66,9.23,334,2349.06,3.77,20,0,Wednesday,10,0,0,Autumn,135
2021-10-06,P039,Electronics_Product_39,Electronics,8080.33,6813.39,106,856514.51,31.28,252,12345.53,3.43,23,1,Wednesday,10,0,0,Autumn,178
2021-10-07,P049,Electronics_Product_49,Electronics,4779.78,4255.68,195,932057.96,33.64,195,7142.46,4.21,16,1,Thursday,10,0,0,Autumn,129
2021-10-07,P006,Fashion_Product_6,Fashion,1043.59,864.42,549,572928.44,27.86,549,1564.29,4.01,13,1,Thursday,10,0,0,Autumn,110
2021-10-07,P021,Electronics_Product_21,Electronics,8765.66,6921.66,270,2366727.15,20.55,270,13234.13,3.81,2,1,Thursday,10,0,0,Autumn,19
2021-10-07,P038,Fashion_Product_38,Fashion,1643.25,1407.99,312,512693.54,30.82,312,2672.67,4.1,28,1,Thursday,10,0,0,Autumn,228
2021-10-07,P001,Electronics_Product_1,Electronics,13603.39,8645.14,215,2924728.13,9.97,336,14369.1,3.52,11,0,Thursday,10,0,0,Autumn,91
2021-10-08,P043,Fashion_Product_43,Fashion,2280.87,1485.34,188,428803.48,3.95,368,2538.3,3.53,2,0,Friday,10,0,0,Autumn,26
2021-10-08,P017,Home_Product_17,Home,3744.13,2317.76,163,610293.79,0.9,188,4334.37,3.59,0,0,Friday,10,0,0,Autumn,1
2021-10-08,P030,Home_Product_30,Home,1390.56,917.76,112,155743.21,13.28,153,1525.2,3.88,10,1,Friday,10,0,0,Autumn,94
2021-10-08,P009,Beauty_Product_9,Beauty,1059.76,873.91,219,232087.82,27.01,236,1610.59,3.7,1,1,Friday,10,0,0,Autumn,7
2021-10-08,P049,Electronics_Product_49,Electronics,5936.64,4255.68,184,1092342.42,13.76,231,7074.3,3.96,21,1,Friday,10,0,0,Autumn,130
2021-10-08,P037,Electronics_Product_37,Electronics,4779.48,4230.83,129,616553.09,31.47,418,7779.2,3.05,16,1,Friday,10,0,0,Autumn,121
2021-10-08,P001,Electronics_Product_1,Electronics,10743.97,8645.14,368,3953779.78,27.78,368,16161.61,3.86,10,1,Friday,10,0,0,Autumn,92
2021-10-09,P010,Sports_Product_10,Sports,3844.73,2327.83,161,619002.28,1.39,178,4080.78,3.98,2,0,Saturday,10,1,0,Autumn,17
2021-10-09,P025,Fashion_Product_25,Fashion,699.05,637.86,299,209016.26,33.14,459,1178.86,3.36,2,1,Saturday,10,1,0,Autumn,25
2021-10-09,P004,Sports_Product_4,Sports,3151.51,2048.13,30,94545.37,7.54,114,3793.83,3.28,14,0,Saturday,10,1,0,Autumn,90
2021-10-09,P044,Home_Product_44,Home,2476.42,1569.81,312,772642.48,4.53,312,2749.18,4.03,5,0,Saturday,10,1,0,Autumn,42
2021-10-09,P006,Fashion_Product_6,Fashion,1371.92,864.42,528,724375.79,4.68,528,1501.19,4.05,20,0,Saturday,10,1,0,Autumn,112
2021-10-09,P007,Electronics_Product_7,Electronics,14503.19,8811.04,162,2349516.37,1.61,278,14514.59,3.61,11,0,Saturday,10,1,0,Autumn,107
2021-10-10,P019,Electronics_Product_19,Electronics,4292.49,2989.92,244,1047368.51,13.77,245,5638.31,3.87,35,1,Sunday,10,1,0,Autumn,274
2021-10-10,P040,Electronics_Product_40,Electronics,3253.37,2065.59,268,871902.05,6.77,362,3547.16,3.94,18,0,Sunday,10,1,0,Autumn,153
2021-10-10,P017,Home_Product_17,Home,2735.99,2317.76,209,571820.97,30.79,209,4438.84,3.55,0,1,Sunday,10,1,0,Autumn,3
2021-10-10,P028,Electronics_Product_28,Electronics,10248.09,6382.15,246,2521030.21,1.56,313,11854.86,3.75,22,0,Sunday,10,1,0,Autumn,187
2021-10-10,P023,Fashion_Product_23,Fashion,1429.92,916.79,326,466154.46,6.84,326,1574.45,4.63,33,0,Sunday,10,1,0,Autumn,221
2021-10-10,P021,Electronics_Product_21,Electronics,10453.64,6921.66,374,3909662.68,9.28,374,13253.39,4.08,3,0,Sunday,10,1,0,Autumn,22
2021-10-10,P015,Electronics_Product_15,Electronics,10830.69,8471.94,175,1895370.02,24.98,410,13649.07,3.33,2,1,Sunday,10,1,0,Autumn,12
2021-10-10,P015,Electronics_Product_15,Electronics,13828.27,8471.94,90,1244544.55,0.64,390,15111.34,3.15,2,0,Sunday,10,1,0,Autumn,12
2021-10-10,P011,Electronics_Product_11,Electronics,4857.46,3462.44,84,408026.26,12.93,210,6324.81,3.4,3,1,Sunday,10,1,0,Autumn,19
2021-10-11,P030,Home_Product_30,Home,937.45,917.76,166,155616.09,37.08,166,1703.68,3.61,12,1,Monday,10,0,0,Autumn,97
2021-10-11,P018,Electronics_Product_18,Electronics,6261.0,3822.73,325,2034823.54,1.69,325,6897.75,4.06,36,0,Monday,10,0,0,Autumn,243
2021-10-11,P039,Electronics_Product_39,Electronics,10940.97,6813.39,262,2866534.6,5.04,262,12997.44,3.81,27,0,Monday,10,0,0,Autumn,183
2021-10-11,P050,Fashion_Product_50,Fashion,1711.71,1398.44,348,595674.18,23.18,348,2295.25,3.63,16,1,Monday,10,0,0,Autumn,140
2021-10-11,P040,Electronics_Product_40,Electronics,3208.72,2065.59,58,186105.75,6.23,359,3540.72,3.18,20,0,Monday,10,0,0,Autumn,154
2021-10-12,P042,Electronics_Product_42,Electronics,8159.21,5324.06,539,4397811.78,5.42,539,8802.14,4.04,3,0,Tuesday,10,0,0,Autumn,38
2021-10-12,P011,Electronics_Product_11,Electronics,5777.08,3462.44,44,254191.33,2.39,323,5833.02,3.18,3,0,Tuesday,10,0,0,Autumn,21
2021-10-12,P009,Beauty_Product_9,Beauty,1495.78,873.91,84,125645.63,1.81,137,1551.49,3.93,1,0,Tuesday,10,0,0,Autumn,11
2021-10-12,P042,Electronics_Product_42,Electronics,8125.3,5324.06,74,601272.17,7.29,471,8711.72,3.2,6,0,Tuesday,10,0,0,Autumn,38
2021-10-12,P005,Sports_Product_5,Sports,2583.79,1596.71,34,87848.98,2.37,188,2865.17,3.15,5,0,Tuesday,10,0,0,Autumn,32
2021-10-12,P028,Electronics_Product_28,Electronics,10126.55,6382.15,146,1478476.66,2.95,227,10960.32,3.88,22,0,Tuesday,10,0,0,Autumn,189
2021-10-12,P024,Electronics_Product_24,Electronics,11993.69,7053.16,414,4965386.08,1.11,414,11851.77,4.57,40,0,Tuesday,10,0,0,Autumn,250
2021-10-12,P020,Home_Product_20,Home,1021.85,836.53,93,95031.94,25.5,93,1461.1,4.09,17,1,Tuesday,10,0,0,Autumn,146
2021-10-12,P014,Electronics_Product_14,Electronics,12999.71,8781.01,278,3613918.94,9.35,445,14954.54,3.57,17,0,Tuesday,10,0,0,Autumn,123
2021-10-13,P018,Electronics_Product_18,Electronics,6118.29,3822.73,194,1186947.33,1.31,233,6438.82,3.79,36,0,Wednesday,10,0,0,Autumn,245
2021-10-13,P042,Electronics_Product_42,Electronics,7915.77,5324.06,123,973639.17,10.22,511,9059.42,3.35,4,1,Wednesday,10,0,0,Autumn,39
2021-10-13,P038,Fashion_Product_38,Fashion,2118.13,1407.99,242,512588.62,9.72,242,2546.92,3.86,30,0,Wednesday,10,0,0,Autumn,234
2021-10-13,P011,Electronics_Product_11,Electronics,5314.32,3462.44,51,271030.44,4.96,302,6511.49,3.0,2,0,Wednesday,10,0,0,Autumn,22
2021-10-13,P025,Fashion_Product_25,Fashion,989.94,637.86,82,81174.97,6.42,548,1021.25,3.01,5,0,Wednesday,10,0,0,Autumn,29
2021-10-13,P034,Electronics_Product_34,Electronics,14065.61,8329.16,140,1969185.94,2.44,218,14008.59,3.55,0,0,Wednesday,10,0,0,Autumn,3
2021-10-13,P034,Electronics_Product_34,Electronics,13704.91,8329.16,298,4084061.73,2.59,298,15805.75,4.03,1,0,Wednesday,10,0,0,Autumn,3
2021-10-13,P024,Electronics_Product_24,Electronics,11024.04,7053.16,233,2568602.19,2.64,354,12472.25,3.77,35,0,Wednesday,10,0,0,Autumn,251
2021-10-13,P040,Electronics_Product_40,Electronics,3182.16,2065.59,408,1298320.55,8.53,408,3787.76,4.47,21,0,Wednesday,10,0,0,Autumn,156
2021-10-13,P023,Fashion_Product_23,Fashion,1336.25,916.79,194,259231.87,12.08,194,1652.86,4.14,28,1,Wednesday,10,0,0,Autumn,224
2021-10-13,P017,Home_Product_17,Home,3484.07,2317.76,44,153298.97,8.42,216,3963.43,3.49,0,0,Wednesday,10,0,0,Autumn,6
2021-10-13,P037,Electronics_Product_37,Electronics,6908.49,4230.83,63,435234.8,5.4,368,6935.73,3.34,18,0,Wednesday,10,0,0,Autumn,126
2021-10-14,P024,Electronics_Product_24,Electronics,11281.56,7053.16,239,2696292.02,4.17,314,13044.51,3.53,35,0,Thursday,10,0,0,Autumn,252
2021-10-14,P017,Home_Product_17,Home,3920.22,2317.76,166,650757.05,1.18,268,4157.97,3.67,0,0,Thursday,10,0,0,Autumn,7
2021-10-14,P023,Fashion_Product_23,Fashion,1054.61,916.79,302,318493.25,32.09,302,1596.62,4.02,29,1,Thursday,10,0,0,Autumn,225
2021-10-14,P013,Home_Product_13,Home,2469.78,1447.92,88,217340.47,0.97,234,2493.84,3.82,5,0,Thursday,10,0,0,Autumn,27
2021-10-14,P050,Fashion_Product_50,Fashion,1575.78,1398.44,285,449098.68,29.38,285,2511.78,3.73,19,1,Thursday,10,0,0,Autumn,143
2021-10-14,P007,Electronics_Product_7,Electronics,13014.63,8811.04,148,1926165.09,7.68,213,15724.0,3.89,11,0,Thursday,10,0,0,Autumn,112
